,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
39110,Pakistan,India,Mirpur,46,73,8,5.872340425531915,31.0,130
38086,Pakistan,South Africa,Dubai,96,4,3,4.9655172413793105,27.0,98
26537,New Zealand,Australia,Wellington,110,14,4,6.226415094339623,44.0,118
4161,Pakistan,New Zealand,Mount Maunganui,48,82,9,7.578947368421052,36.0,181
20624,England,South Africa,Nottingham,96,17,2,5.592233009708738,18.0,111
37265,England,Australia,Melbourne,93,41,4,7.063291139240507,31.0,130
24422,Australia,Bangladesh,Barbados,82,29,4,5.406593406593407,27.0,141
26644,New Zealand,Australia,Christchurch,145,29,6,9.56043956043956,68.0,214
40631,Sri Lanka,New Zealand,Chittagong,52,63,7,5.473684210526316,22.0,119
17109,New Zealand,South Africa,Durban,96,39,6,7.111111111111111,28.0,153
41625,Sri Lanka,Bangladesh,Chittagong,89,58,6,8.612903225806452,33.0,168
3743,New Zealand,West Indies,Mount Maunganui,95,72,7,11.875,58.0,102
38919,New Zealand,Sri Lanka,Pallekele,92,36,6,6.571428571428571,37.0,142
20445,Sri Lanka,West Indies,Nottingham,80,70,10,9.6,44.0,192
33706,Sri Lanka,Pakistan,Colombo,136,2,6,6.915254237288136,36.0,139
12146,England,Pakistan,Manchester,98,53,8,8.776119402985074,62.0,131
2805,Bangladesh,Sri Lanka,Colombo,82,55,6,7.569230769230769,25.0,155
34444,West Indies,Australia,Barbados,110,63,8,11.578947368421053,63.0,160
26619,New Zealand,Australia,Christchurch,88,53,6,7.880597014925373,26.0,214
24980,New Zealand,Pakistan,Barbados,35,94,9,8.076923076923077,35.0,133
34732,West Indies,New Zealand,Lauderhill,135,27,8,8.709677419354838,51.0,209
3351,Afghanistan,West Indies,St Kitts,109,2,1,5.5423728813559325,48.0,110
36474,Australia,Sri Lanka,Sydney,136,1,7,6.857142857142857,35.0,137
12349,Pakistan,England,Manchester,64,73,8,8.170212765957446,38.0,190
40382,Pakistan,Bangladesh,Mirpur,78,57,7,7.428571428571429,31.0,190
12339,Pakistan,England,Manchester,48,83,8,7.783783783783784,46.0,190
43156,South Africa,Australia,Sydney,93,49,8,7.859154929577465,35.0,145
8901,New Zealand,Pakistan,Dubai,76,49,7,6.422535211267606,20.0,153
977,India,England,Nagpur,139,6,5,7.315789473684211,34.0,144
321,New Zealand,Bangladesh,Mount Maunganui,104,50,7,8.914285714285715,50.0,195
11046,New Zealand,India,Auckland,87,40,6,6.525,23.0,132
20672,Sri Lanka,Pakistan,London,46,97,10,12.0,45.0,150
38193,Sri Lanka,Pakistan,Dubai,104,21,6,6.303030303030303,34.0,145
20572,England,South Africa,Nottingham,41,66,7,4.555555555555555,25.0,111
32473,South Africa,Pakistan,Colombo,133,0,4,6.65,50.0,133
10360,India,Bangladesh,Nagpur,95,45,7,7.6,43.0,174
19626,Australia,New Zealand,Sydney,120,19,6,7.128712871287129,39.0,150
39429,Pakistan,Australia,Mirpur,180,6,6,9.473684210526315,49.0,191
16832,Australia,Pakistan,Johannesburg,79,70,8,9.48,48.0,164
1651,West Indies,Pakistan,Abu Dhabi,26,81,7,4.0,16.0,103
42869,Australia,South Africa,Adelaide,39,90,9,7.8,39.0,144
12870,Bangladesh,Pakistan,Lahore,71,54,9,6.454545454545454,34.0,141
5914,Sri Lanka,India,Colombo,75,71,8,9.183673469387756,41.0,152
1803,New Zealand,Australia,Sydney,55,53,6,4.925373134328358,25.0,117
21062,New Zealand,Pakistan,London,41,77,7,5.72093023255814,24.0,99
42692,England,Australia,Cardiff,155,20,7,9.3,71.0,182
9115,West Indies,India,Kolkata,34,78,7,4.857142857142857,18.0,109
50246,Bangladesh,India,Mirpur,114,35,5,8.047058823529412,49.0,120
22300,New Zealand,West Indies,Hamilton,101,64,10,10.821428571428571,57.0,191
30818,Pakistan,England,Dubai,80,42,5,6.153846153846154,15.0,144
35809,New Zealand,England,Hamilton,86,59,9,8.459016393442623,35.0,192
27154,Sri Lanka,India,Nagpur,177,13,7,9.925233644859814,58.0,215
39610,South Africa,New Zealand,Chittagong,43,78,7,6.142857142857143,33.0,170
38652,Sri Lanka,England,London,85,58,7,8.225806451612904,47.0,183
18088,India,Australia,Melbourne,43,60,5,4.3,21.0,74
27253,Sri Lanka,India,Chandigarh,141,43,7,10.987012987012987,50.0,206
37769,England,West Indies,Barbados,123,27,8,7.935483870967742,25.0,165
23077,Bangladesh,West Indies,St Kitts,85,32,3,5.795454545454546,23.0,118
39430,Pakistan,Australia,Mirpur,180,5,5,9.391304347826088,45.0,191
34867,West Indies,New Zealand,Lauderhill,138,19,6,8.198019801980198,49.0,177
6391,South Africa,Sri Lanka,Colombo,48,85,7,8.228571428571428,35.0,98
21171,England,India,London,44,82,9,6.947368421052632,41.0,153
23194,Pakistan,Sri Lanka,Colombo,115,38,7,8.414634146341463,51.0,172
43904,New Zealand,South Africa,Centurion,114,41,6,8.658227848101266,39.0,177
26785,Pakistan,England,Cardiff,109,11,6,6.0,30.0,126
22707,England,South Africa,Johannesburg,147,33,7,10.137931034482758,64.0,202
5012,India,South Africa,Johannesburg,73,85,8,12.514285714285714,54.0,203
6699,South Africa,Pakistan,Johannesburg,159,3,7,8.153846153846153,46.0,188
5784,Sri Lanka,Bangladesh,Colombo,78,74,9,10.173913043478262,42.0,214
40,Australia,Sri Lanka,Melbourne,50,80,10,7.5,39.0,168
12664,Sri Lanka,Pakistan,Lahore,161,8,4,8.625,39.0,182
14256,South Africa,New Zealand,Johannesburg,103,42,7,7.923076923076923,25.0,133
27872,New Zealand,Sri Lanka,Lauderhill,77,37,5,5.566265060240964,26.0,120
44484,South Africa,Australia,Johannesburg,70,80,9,10.5,55.0,204
46138,New Zealand,Pakistan,Wellington,124,37,6,8.963855421686747,47.0,196
21451,Sri Lanka,New Zealand,Nottingham,86,53,8,7.701492537313433,34.0,158
37475,West Indies,England,Barbados,63,78,9,9.0,39.0,170
2296,England,New Zealand,Hamilton,69,68,8,7.961538461538462,45.0,194
15944,New Zealand,Sri Lanka,Johannesburg,39,83,8,6.324324324324325,34.0,164
44189,Pakistan,Sri Lanka,Colombo,158,9,7,8.54054054054054,57.0,175
43567,South Africa,Bangladesh,Mirpur,132,10,6,7.2,41.0,148
4665,Sri Lanka,Pakistan,Abu Dhabi,50,72,8,6.25,25.0,102
10748,New Zealand,England,Wellington,137,26,5,8.74468085106383,40.0,176
27699,Australia,England,Melbourne,50,89,9,9.67741935483871,50.0,147
7569,Bangladesh,West Indies,St Kitts,131,13,3,7.345794392523365,23.0,143
10950,New Zealand,India,Auckland,180,15,6,10.285714285714286,62.0,203
18534,West Indies,South Africa,Johannesburg,29,90,9,5.8,29.0,131
2530,West Indies,Pakistan,Barbados,35,81,8,5.384615384615385,30.0,111
44516,South Africa,Australia,Johannesburg,107,49,7,9.04225352112676,33.0,204
46927,England,West Indies,Mumbai,88,58,9,8.516129032258064,42.0,182
38937,New Zealand,Sri Lanka,Pallekele,113,18,5,6.647058823529412,44.0,142
50474,Sri Lanka,Australia,Colombo,100,22,3,6.122448979591836,26.0,128
21708,Pakistan,South Africa,Nottingham,100,41,7,7.594936708860759,42.0,149
14862,New Zealand,Sri Lanka,Wellington,106,53,8,9.492537313432836,28.0,162
12919,Bangladesh,Pakistan,Lahore,128,7,5,6.79646017699115,32.0,141
19718,England,West Indies,Trinidad,85,51,6,7.391304347826087,31.0,121
2935,Bangladesh,Sri Lanka,Colombo,108,53,8,9.671641791044776,37.0,176
41000,Sri Lanka,West Indies,Mirpur,62,66,7,6.888888888888889,21.0,160
6998,South Africa,Sri Lanka,Centurion,43,81,9,6.615384615384615,35.0,180
40280,South Africa,England,Chittagong,119,33,8,8.206896551724139,38.0,196
11166,India,New Zealand,Hamilton,106,42,7,8.153846153846153,24.0,179
10258,India,Bangladesh,Delhi,101,26,6,6.446808510638298,28.0,148
45384,Sri Lanka,England,Southampton,83,51,5,7.217391304347826,29.0,140
32021,Bangladesh,Pakistan,Pallekele,61,83,8,9.891891891891891,48.0,175
27042,Pakistan,New Zealand,Dubai,149,3,5,7.641025641025641,35.0,153
13163,Australia,India,Sydney,168,13,6,9.42056074766355,45.0,194
28344,Pakistan,New Zealand,Auckland,85,44,3,6.7105263157894735,23.0,143
596,South Africa,New Zealand,Auckland,148,21,6,8.969696969696969,44.0,185
35546,Pakistan,South Africa,Centurion,69,76,9,9.409090909090908,52.0,195
291,New Zealand,Bangladesh,Mount Maunganui,54,79,7,7.902439024390244,34.0,195
16737,New Zealand,England,Durban,94,41,5,7.139240506329114,58.0,164
31762,Pakistan,New Zealand,Pallekele,43,88,10,8.0625,42.0,177
26626,New Zealand,Australia,Christchurch,100,46,6,8.108108108108109,38.0,214
14272,South Africa,New Zealand,Johannesburg,111,26,4,7.085106382978723,21.0,133
11426,India,New Zealand,Mount Maunganui,111,32,8,7.568181818181818,32.0,163
28385,Pakistan,New Zealand,Auckland,133,4,1,6.879310344827586,39.0,143
40612,Sri Lanka,New Zealand,Chittagong,40,81,7,6.153846153846154,21.0,119
24695,South Africa,New Zealand,Barbados,159,8,7,8.517857142857142,61.0,170
36845,India,Pakistan,Bangalore,36,86,10,6.352941176470588,34.0,133
10459,India,West Indies,Mumbai,105,68,10,12.115384615384615,67.0,240
18788,England,New Zealand,Christchurch,68,82,9,10.736842105263158,64.0,193
38559,West Indies,New Zealand,Wellington,106,27,6,6.838709677419355,39.0,159
474,New Zealand,Bangladesh,Mount Maunganui,148,20,7,8.88,72.0,194
46356,West Indies,Sri Lanka,Colombo,74,69,8,8.705882352941176,58.0,162
45471,England,Pakistan,Manchester,49,85,10,8.4,47.0,135
11421,India,New Zealand,Mount Maunganui,105,37,8,7.590361445783133,36.0,163
11006,New Zealand,India,Auckland,56,80,9,8.4,42.0,132
13368,West Indies,New Zealand,Auckland,94,62,5,9.724137931034482,36.0,180
7408,Australia,India,Sydney,88,45,7,7.04,28.0,164
18696,England,New Zealand,Auckland,95,52,6,8.382352941176471,35.0,184
49159,New Zealand,England,Delhi,116,31,7,7.820224719101123,27.0,153
32065,Bangladesh,Pakistan,Pallekele,119,40,8,8.925,45.0,175
2725,Pakistan,West Indies,Trinidad,109,11,2,6.0,34.0,132
32099,Bangladesh,Pakistan,Pallekele,164,7,6,8.70796460176991,38.0,175
13391,West Indies,New Zealand,Auckland,139,41,5,10.556962025316455,52.0,180
18308,Australia,India,Mumbai,72,68,8,8.307692307692308,43.0,166
4664,Sri Lanka,Pakistan,Abu Dhabi,49,73,8,6.25531914893617,25.0,102
26990,Pakistan,New Zealand,Dubai,82,52,8,7.235294117647059,31.0,153
10354,India,Bangladesh,Nagpur,89,51,8,7.739130434782608,43.0,174
29171,South Africa,Australia,Cape Town,35,88,8,6.5625,34.0,146
16098,Bangladesh,South Africa,Cape Town,101,55,4,9.323076923076924,32.0,144
16478,South Africa,England,Cape Town,83,51,7,7.217391304347826,35.0,154
7068,South Africa,Sri Lanka,Centurion,149,14,7,8.433962264150944,38.0,180
29802,Australia,India,Melbourne,48,80,8,7.2,34.0,131
43383,England,South Africa,Johannesburg,63,68,7,7.269230769230769,46.0,171
40151,Bangladesh,India,Mirpur,85,37,5,6.144578313253012,34.0,138
37274,England,Australia,Melbourne,95,33,4,6.551724137931035,26.0,130
46532,South Africa,Sri Lanka,Johannesburg,43,81,7,6.615384615384615,38.0,113
50250,Bangladesh,India,Mirpur,119,31,5,8.02247191011236,51.0,120
46011,Pakistan,New Zealand,Hamilton,96,39,7,7.111111111111111,44.0,168
49617,Pakistan,India,Mirpur,45,64,4,4.821428571428571,19.0,83
20847,India,West Indies,London,66,48,7,5.5,22.0,153
8143,New Zealand,India,Hamilton,96,61,9,9.76271186440678,50.0,212
16263,New Zealand,India,Johannesburg,164,12,4,9.11111111111111,70.0,190
8654,Pakistan,Australia,Dubai,86,51,10,7.478260869565218,26.0,150
29847,Australia,India,Melbourne,95,36,5,6.785714285714286,35.0,131
10736,New Zealand,England,Wellington,121,38,6,8.853658536585366,37.0,176
21427,Sri Lanka,New Zealand,Nottingham,59,75,8,7.866666666666666,43.0,158
23893,Pakistan,Bangladesh,St Lucia,70,68,10,8.076923076923077,40.0,172
44442,Australia,South Africa,Durban,154,1,1,7.764705882352941,41.0,157
45673,New Zealand,Sri Lanka,Mount Maunganui,168,6,6,8.842105263157896,51.0,182
8418,Pakistan,Australia,Abu Dhabi,105,39,9,7.777777777777778,41.0,155
18412,New Zealand,South Africa,Johannesburg,36,87,8,6.545454545454546,33.0,129
24942,Sri Lanka,West Indies,Barbados,173,8,8,9.267857142857142,48.0,195
24802,Australia,India,Barbados,166,22,8,10.16326530612245,53.0,184
44495,South Africa,Australia,Johannesburg,79,69,8,9.294117647058824,52.0,204
29212,South Africa,Australia,Cape Town,70,47,7,5.7534246575342465,30.0,146
43271,England,South Africa,Cape Town,78,55,6,7.2,32.0,134
2773,Bangladesh,Sri Lanka,Colombo,57,87,8,10.363636363636363,51.0,155
5789,Sri Lanka,Bangladesh,Colombo,83,69,9,9.764705882352942,37.0,214
798,England,South Africa,Cardiff,80,63,9,8.421052631578947,42.0,181
19222,Australia,South Africa,Johannesburg,75,53,5,6.7164179104477615,35.0,166
16518,South Africa,England,Cape Town,133,12,4,7.388888888888889,43.0,154
19641,Australia,New Zealand,Sydney,139,4,3,7.189655172413793,42.0,150
24061,India,South Africa,St Lucia,126,24,7,7.875,45.0,186
14766,Australia,England,Sydney,166,27,5,10.709677419354838,40.0,221
32153,New Zealand,Sri Lanka,Pallekele,58,74,9,7.565217391304348,42.0,174
46822,New Zealand,India,Nagpur,78,36,6,5.571428571428571,28.0,126
41425,South Africa,Pakistan,Johannesburg,134,11,4,7.376146788990826,35.0,153
9863,Australia,South Africa,Johannesburg,118,46,6,9.567567567567568,36.0,196
47708,Sri Lanka,West Indies,Bangalore,119,5,3,6.208695652173913,40.0,122
5719,Bangladesh,India,Colombo,120,13,4,6.728971962616822,27.0,139
25939,West Indies,Australia,St Lucia,99,10,1,5.4,17.0,105
46983,England,West Indies,Mumbai,175,3,6,8.974358974358974,60.0,182
5663,Bangladesh,India,Colombo,69,60,7,6.9,34.0,139
30691,Sri Lanka,Pakistan,Abu Dhabi,99,50,7,8.485714285714286,31.0,141
10527,India,West Indies,Mumbai,233,3,8,11.948717948717949,65.0,240
34064,West Indies,England,Nottingham,138,13,6,7.738317757009346,61.0,172
49620,Pakistan,India,Mirpur,46,61,4,4.677966101694915,18.0,83
21993,Sri Lanka,Pakistan,London,136,1,4,6.857142857142857,57.0,138
45230,England,Pakistan,Dubai,49,77,8,6.837209302325581,31.0,172
22543,Sri Lanka,India,Colombo,73,68,9,8.423076923076923,42.0,171
37152,South Africa,Sri Lanka,Colombo,74,31,6,4.98876404494382,28.0,115
48534,New Zealand,Bangladesh,Kolkata,90,37,8,6.506024096385542,33.0,145
26671,New Zealand,Australia,Christchurch,203,5,4,10.591304347826087,67.0,214
26270,Australia,England,Barbados,54,53,6,4.835820895522388,29.0,147
15740,England,Australia,Cape Town,96,43,6,7.48051948051948,47.0,135
47783,Bangladesh,Australia,Bangalore,78,52,7,6.882352941176471,41.0,156
13628,Pakistan,New Zealand,Auckland,60,51,5,5.217391304347826,29.0,153
8738,Pakistan,New Zealand,Abu Dhabi,24,87,8,4.363636363636363,20.0,148
8998,Pakistan,New Zealand,Dubai,44,73,9,5.617021276595745,35.0,166
1941,England,Australia,Melbourne,74,42,6,5.6923076923076925,20.0,137
12625,Sri Lanka,Pakistan,Lahore,107,47,8,8.794520547945206,43.0,182
46578,South Africa,Sri Lanka,Johannesburg,81,37,3,5.855421686746988,18.0,113
25921,West Indies,Australia,St Lucia,88,26,1,5.617021276595745,21.0,105
47651,Sri Lanka,West Indies,Bangalore,56,58,5,5.419354838709677,20.0,122
2720,Pakistan,West Indies,Trinidad,100,16,2,5.769230769230769,29.0,132
42305,South Africa,West Indies,Durban,124,33,9,8.551724137931034,31.0,195
9688,South Africa,England,Centurion,63,85,10,10.8,53.0,222
48939,Afghanistan,West Indies,Nagpur,116,5,3,6.052173913043478,49.0,123
48674,England,Sri Lanka,Delhi,125,19,7,7.425742574257426,40.0,171
37145,South Africa,Sri Lanka,Colombo,62,38,6,4.536585365853658,21.0,115
47908,New Zealand,Pakistan,Chandigarh,99,50,8,8.485714285714286,40.0,180
12597,Sri Lanka,Pakistan,Lahore,65,73,8,8.297872340425531,48.0,182
19885,Australia,West Indies,London,148,8,4,7.928571428571429,45.0,169
9847,Australia,South Africa,Johannesburg,99,60,8,9.9,33.0,196
15997,New Zealand,Sri Lanka,Johannesburg,116,32,5,7.909090909090909,37.0,164
41557,Pakistan,South Africa,Cape Town,167,4,7,8.637931034482758,41.0,176
24913,Sri Lanka,West Indies,Barbados,126,34,9,8.790697674418604,49.0,195
16952,Sri Lanka,Bangladesh,Johannesburg,51,70,8,6.12,31.0,147
45548,England,Pakistan,Manchester,124,11,4,6.825688073394495,29.0,135
14892,New Zealand,Sri Lanka,Wellington,135,23,5,8.350515463917526,29.0,162
28011,New Zealand,Sri Lanka,Lauderhill,77,23,2,4.762886597938144,19.0,81
14988,Sri Lanka,New Zealand,Auckland,60,53,4,5.373134328358209,18.0,115
34619,South Africa,India,Johannesburg,185,10,7,10.090909090909092,67.0,219
6934,Sri Lanka,South Africa,Cape Town,102,21,5,6.181818181818182,27.0,134
25554,Pakistan,South Africa,St Lucia,132,20,5,7.92,60.0,148
15154,South Africa,India,Johannesburg,123,3,2,6.3076923076923075,31.0,126
8559,Pakistan,Australia,Dubai,115,21,7,6.96969696969697,32.0,147
24798,Australia,India,Barbados,154,25,8,9.726315789473684,50.0,184
11259,India,New Zealand,Wellington,61,75,7,8.133333333333333,37.0,165
38684,Sri Lanka,England,London,130,26,5,8.297872340425531,45.0,183
27527,England,Pakistan,Dubai,120,17,7,6.990291262135922,36.0,148
23821,Afghanistan,India,St Lucia,97,19,6,5.762376237623762,39.0,115
45635,New Zealand,Sri Lanka,Mount Maunganui,109,44,9,8.605263157894736,38.0,182
47768,Bangladesh,Australia,Bangalore,60,67,8,6.7924528301886795,41.0,156
18846,England,New Zealand,Christchurch,139,24,6,8.6875,50.0,193
14106,England,Australia,Southampton,71,69,8,8.352941176470589,43.0,179
8505,Pakistan,Australia,Dubai,58,75,9,7.733333333333333,37.0,147
21553,South Africa,India,Nottingham,56,73,9,7.148936170212766,31.0,130
16473,South Africa,England,Cape Town,75,56,7,7.03125,32.0,154
3275,Afghanistan,West Indies,St Kitts,36,77,7,5.023255813953488,25.0,110
45401,Sri Lanka,England,Southampton,106,34,4,7.395348837209302,29.0,140
5981,Sri Lanka,India,Colombo,151,9,3,8.162162162162161,31.0,152
22486,India,New Zealand,Christchurch,153,4,3,7.913793103448276,43.0,162
40912,West Indies,Pakistan,Mirpur,84,32,5,5.7272727272727275,23.0,166
15698,England,Australia,Cape Town,35,83,9,5.675675675675675,31.0,135
30171,South Africa,New Zealand,Auckland,59,77,7,8.232558139534884,39.0,165
9703,South Africa,England,Centurion,87,70,8,10.44,47.0,222
22819,South Africa,England,Centurion,168,45,10,13.44,74.0,241
32926,South Africa,Australia,Colombo,85,36,6,6.071428571428571,28.0,146
49840,Sri Lanka,India,Mirpur,34,74,7,4.434782608695652,25.0,138
11053,New Zealand,India,Auckland,91,33,6,6.275862068965517,21.0,132
19987,India,Bangladesh,Nottingham,115,28,8,7.5,32.0,180
37923,South Africa,Australia,Centurion,77,41,5,5.848101265822785,30.0,128
42667,England,Australia,Cardiff,92,44,8,7.2631578947368425,52.0,182
7762,Bangladesh,West Indies,Lauderhill,96,63,8,10.105263157894736,35.0,184
3277,Afghanistan,West Indies,St Kitts,36,76,7,4.909090909090909,20.0,110
39675,South Africa,New Zealand,Chittagong,133,14,5,7.528301886792453,51.0,170
18482,New Zealand,South Africa,Johannesburg,99,20,3,5.94,26.0,129
28056,Pakistan,South Africa,Abu Dhabi,35,83,7,5.675675675675675,27.0,120
20323,South Africa,New Zealand,London,51,68,9,5.884615384615385,25.0,128
27964,New Zealand,Sri Lanka,Lauderhill,38,68,5,4.384615384615385,29.0,81
12457,Sri Lanka,Pakistan,Lahore,47,93,10,10.444444444444445,47.0,165
17078,New Zealand,South Africa,Durban,68,70,9,8.16,43.0,153
30979,England,Pakistan,Dubai,141,4,3,7.293103448275862,30.0,150
33451,Pakistan,Australia,Colombo,131,11,6,7.2110091743119265,39.0,149
16024,New Zealand,Sri Lanka,Johannesburg,154,6,4,8.105263157894736,41.0,164
48481,New Zealand,Bangladesh,Kolkata,35,89,9,6.774193548387097,35.0,145
21331,England,West Indies,London,98,49,8,8.28169014084507,40.0,161
26766,Pakistan,England,Cardiff,88,30,7,5.866666666666666,27.0,126
5280,India,South Africa,Cape Town,74,67,9,8.377358490566039,39.0,172
16525,South Africa,England,Cape Town,145,5,3,7.565217391304348,53.0,154
32178,New Zealand,Sri Lanka,Pallekele,98,49,9,8.28169014084507,47.0,174
7361,Australia,India,Sydney,41,90,10,8.2,40.0,164
41379,South Africa,Pakistan,Johannesburg,85,57,8,8.095238095238095,26.0,153
30535,West Indies,England,London,29,78,8,4.142857142857143,16.0,113
49508,India,Bangladesh,Mirpur,74,50,7,6.3428571428571425,37.0,166
10007,Australia,South Africa,Cape Town,138,32,8,9.409090909090908,26.0,193
17726,New Zealand,Pakistan,Cape Town,75,52,8,6.617647058823529,31.0,143
22525,Sri Lanka,India,Colombo,59,86,10,10.411764705882353,57.0,171
3208,West Indies,Pakistan,Trinidad,87,23,3,5.381443298969073,27.0,124
12836,Bangladesh,Pakistan,Lahore,35,86,10,6.176470588235294,35.0,141
33909,West Indies,Sri Lanka,Colombo,55,46,8,4.45945945945946,36.0,137
42111,Pakistan,Australia,Dubai,37,72,5,4.625,19.0,96
30954,England,Pakistan,Dubai,117,29,6,7.714285714285714,34.0,150
26610,New Zealand,Australia,Christchurch,72,62,7,7.448275862068965,28.0,214
21902,Sri Lanka,Pakistan,London,32,89,7,6.193548387096774,32.0,138
46956,England,West Indies,Mumbai,123,30,7,8.2,41.0,182
31296,India,Afghanistan,Colombo,68,59,7,6.688524590163935,34.0,159
45606,New Zealand,Sri Lanka,Mount Maunganui,72,73,10,9.191489361702128,33.0,182
33688,Sri Lanka,Pakistan,Colombo,114,18,8,6.705882352941177,33.0,139
39386,Pakistan,Australia,Mirpur,113,49,8,9.549295774647888,64.0,191
32100,Bangladesh,Pakistan,Pallekele,168,6,6,8.842105263157896,41.0,175
42029,South Africa,West Indies,Johannesburg,175,29,6,11.538461538461538,49.0,231
13252,Australia,India,Sydney,102,47,8,8.383561643835616,41.0,186
12176,England,Pakistan,Manchester,130,23,4,8.041237113402062,32.0,131
33786,West Indies,Australia,Colombo,93,45,8,7.44,34.0,205
46176,New Zealand,Pakistan,Wellington,195,1,4,9.831932773109244,64.0,196
41263,India,Sri Lanka,Mirpur,72,49,8,6.084507042253521,37.0,130
30856,Pakistan,England,Dubai,139,4,5,7.189655172413793,47.0,144
19603,Australia,New Zealand,Sydney,89,42,7,6.846153846153846,31.0,150
34847,West Indies,New Zealand,Lauderhill,106,39,8,7.851851851851852,35.0,177
945,India,England,Nagpur,103,38,7,7.536585365853658,46.0,144
6629,South Africa,Pakistan,Johannesburg,57,71,10,6.979591836734694,44.0,188
23356,New Zealand,Sri Lanka,Colombo,141,0,2,7.05,33.0,141
43696,South Africa,Bangladesh,Mirpur,156,5,6,8.139130434782608,35.0,169
4435,India,England,Cardiff,57,56,7,5.34375,28.0,148
10317,India,Bangladesh,Nagpur,35,88,8,6.5625,34.0,174
20116,England,Pakistan,London,139,30,7,9.266666666666667,45.0,185
16937,Sri Lanka,Bangladesh,Johannesburg,39,85,8,6.685714285714286,33.0,147
44167,Pakistan,Sri Lanka,Colombo,116,29,7,7.648351648351649,42.0,175
30909,England,Pakistan,Dubai,58,72,7,7.25,39.0,150
18290,Australia,India,Mumbai,54,86,9,9.529411764705882,42.0,166
7435,Australia,India,Sydney,123,21,5,7.454545454545454,38.0,164
16306,Bangladesh,Australia,Cape Town,25,91,10,5.172413793103448,25.0,123
31312,India,Afghanistan,Colombo,87,43,7,6.779220779220779,31.0,159
18594,West Indies,South Africa,Johannesburg,79,33,5,5.448275862068965,31.0,131
19807,Australia,West Indies,London,35,82,7,5.526315789473684,32.0,169
18720,England,New Zealand,Auckland,123,29,5,8.10989010989011,35.0,184
32553,India,Australia,Colombo,85,41,5,6.455696202531645,25.0,140
22030,India,New Zealand,Wellington,45,85,8,7.714285714285714,44.0,149
47891,New Zealand,Pakistan,Chandigarh,75,67,8,8.49056603773585,40.0,180
14664,South Africa,Australia,Johannesburg,183,7,7,9.716814159292035,57.0,201
6703,South Africa,Pakistan,Johannesburg,174,2,7,8.847457627118644,51.0,188
12486,Sri Lanka,Pakistan,Lahore,82,64,10,8.785714285714286,39.0,165
3634,Sri Lanka,India,Colombo,96,56,7,9.0,36.0,170
44547,South Africa,Australia,Johannesburg,152,18,5,8.941176470588236,44.0,204
23650,Australia,Pakistan,Melbourne,64,73,8,8.170212765957446,41.0,127
12470,Sri Lanka,Pakistan,Lahore,67,80,10,10.05,50.0,165
48265,Australia,Pakistan,Chandigarh,77,60,7,7.7,35.0,193
688,South Africa,England,Southampton,72,50,7,6.171428571428572,27.0,142
2410,New Zealand,Australia,Auckland,66,80,8,9.9,45.0,150
10328,India,Bangladesh,Nagpur,50,77,8,6.976744186046512,43.0,174
9608,England,South Africa,Durban,106,44,7,8.368421052631579,29.0,204
1313,West Indies,India,Lauderhill,92,48,5,7.666666666666667,35.0,143
2453,New Zealand,Australia,Auckland,111,37,2,8.024096385542169,27.0,150
14833,New Zealand,Sri Lanka,Wellington,79,80,10,11.85,54.0,162
10683,New Zealand,England,Wellington,42,91,9,8.689655172413794,42.0,176
41155,South Africa,India,Mirpur,115,37,7,8.313253012048193,57.0,172
41150,South Africa,India,Mirpur,107,42,8,8.23076923076923,53.0,172
23190,Pakistan,Sri Lanka,Colombo,109,42,7,8.384615384615385,49.0,172
31769,Pakistan,New Zealand,Pallekele,59,81,9,9.076923076923077,52.0,177
15331,West Indies,England,London,56,74,9,7.304347826086956,37.0,169
17956,India,Pakistan,Johannesburg,57,68,8,6.576923076923077,26.0,157
36899,India,Pakistan,Bangalore,104,32,7,7.090909090909091,30.0,133
40169,Bangladesh,India,Mirpur,110,19,5,6.534653465346534,35.0,138
24255,South Africa,Afghanistan,Barbados,58,73,8,7.404255319148936,33.0,139
17462,Bangladesh,Pakistan,Cape Town,73,67,9,8.264150943396226,46.0,140
9642,England,South Africa,Durban,180,11,4,9.908256880733944,71.0,204
30609,West Indies,England,London,104,4,5,5.379310344827586,40.0,113
5443,Sri Lanka,India,Mumbai,94,32,4,6.409090909090909,29.0,135
46776,New Zealand,India,Nagpur,35,79,7,5.121951219512195,21.0,126
41260,India,Sri Lanka,Mirpur,66,52,8,5.823529411764706,34.0,130
15889,India,Pakistan,Durban,123,17,3,7.165048543689321,41.0,141
4814,Sri Lanka,Pakistan,Abu Dhabi,93,36,9,6.642857142857143,36.0,124
28666,India,England,Manchester,39,91,9,8.068965517241379,39.0,165
37342,Australia,England,Sydney,35,87,10,6.363636363636363,33.0,195
28844,Pakistan,South Africa,Abu Dhabi,87,40,5,6.525,31.0,119
16440,South Africa,England,Cape Town,43,88,7,8.0625,40.0,154
23429,New Zealand,Sri Lanka,Colombo,104,49,9,8.788732394366198,50.0,170
50037,Pakistan,Bangladesh,Mirpur,129,0,3,6.45,50.0,129
12757,Sri Lanka,Pakistan,Lahore,91,40,6,6.825,32.0,147
21247,England,India,London,138,9,6,7.45945945945946,44.0,153
6958,Sri Lanka,South Africa,Cape Town,132,0,3,6.6,35.0,134
33659,Sri Lanka,Pakistan,Colombo,81,45,9,6.48,40.0,139
